"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MYO10",2.12036489696911e-210,0.488937065733123,0.377,0.043,4.6338454458363e-206,"Neuron","MYO10"
"RAB5C",3.14299798248501e-210,0.408522499443647,0.499,0.073,6.86870779092275e-206,"Neuron","RAB5C"
"ZMAT3.4",5.00086692238537e-210,1.21160964826721,0.722,0.158,1.0928894572181e-205,"Neuron","ZMAT3"
"LSM7",7.08202649389319e-210,0.564229657768777,0.386,0.045,1.54770606997542e-205,"Neuron","LSM7"
"RTN1.1",9.12465397682304e-210,0.295262418520936,0.402,0.048,1.99410188009491e-205,"Neuron","RTN1"
"ORAI2.1",1.07829101822528e-209,0.595299239116611,0.466,0.065,2.35649719122953e-205,"Neuron","ORAI2"
"OTUB1.1",1.20298474157086e-209,0.533104496211223,0.483,0.07,2.62900285422896e-205,"Neuron","OTUB1"
"TAOK1",2.11128831023932e-209,0.569237891814714,0.402,0.049,4.614009473197e-205,"Neuron","TAOK1"
"MTCH1.2",2.70420604870946e-209,0.390379738807962,0.609,0.104,5.90977189884965e-205,"Neuron","MTCH1"
"GMEB1.1",3.393466212514e-209,0.648975118499564,0.366,0.041,7.41608106082809e-205,"Neuron","GMEB1"
"RBBP5.5",3.66200213773013e-209,1.08439735643127,0.594,0.107,8.00293947179543e-205,"Neuron","RBBP5"
"S100A10.2",8.67944678828891e-209,0.366123949684883,0.49,0.068,1.89680630111266e-204,"Neuron","S100A10"
"BAZ2B.1",1.11195661587331e-208,0.638567561872436,0.475,0.069,2.43006998832954e-204,"Neuron","BAZ2B"
"FSTL5",1.32932600731868e-208,0.261019859231091,0.128,0.003,2.90510905639425e-204,"Neuron","FSTL5"
"COX6C.2",1.89268749973506e-208,0.33462353804305,0.629,0.11,4.13627926192099e-204,"Neuron","COX6C"
"RPL5.6",3.57149328524705e-208,1.05935659519914,0.929,0.213,7.8051414255789e-204,"Neuron","RPL5"
"G6PC3",4.39436872739496e-208,0.486460065377694,0.338,0.035,9.60345341684895e-204,"Neuron","G6PC3"
"CHCHD10.2",5.0159351640794e-208,0.410687750102328,0.558,0.09,1.09618247075791e-203,"Neuron","CHCHD10"
"TRNP1",5.40152167277682e-208,0.398253890508878,0.313,0.03,1.18044854636865e-203,"Neuron","TRNP1"
"ZNF429.1",1.03006855829881e-207,0.77776991344665,0.437,0.059,2.25111182730623e-203,"Neuron","ZNF429"
"GNAZ",1.16093570670313e-207,0.392061697948849,0.269,0.021,2.53710889342901e-203,"Neuron","GNAZ"
"LGMN.1",3.85115542621741e-207,0.49914380022728,0.426,0.055,8.41631506845552e-203,"Neuron","LGMN"
"TMCO3",9.79918557055863e-207,0.479593719013388,0.433,0.058,2.14151401458988e-202,"Neuron","TMCO3"
"SLC17A5",1.1800972480472e-206,0.459391254139191,0.32,0.031,2.57898452588235e-202,"Neuron","SLC17A5"
"NDUFS8",1.20198865061714e-206,0.488388998458033,0.309,0.029,2.6268259970587e-202,"Neuron","NDUFS8"
"ADAM10.4",1.69047042819446e-206,1.34923338800258,0.717,0.161,3.69435407377617e-202,"Neuron","ADAM10"
"METRN.5",1.85074260827221e-206,0.392717714003996,0.572,0.093,4.04461289611808e-202,"Neuron","METRN"
"C2CD4B.6",2.33113879389129e-206,0.684988130934242,0.642,0.112,5.09447072017004e-202,"Neuron","C2CD4B"
"RNF115.3",2.90303583495697e-206,0.869802136601053,0.574,0.099,6.34429451371496e-202,"Neuron","RNF115"
"AGPAT2",4.50139579290605e-206,0.392311124765475,0.475,0.067,9.83735036581689e-202,"Neuron","AGPAT2"
"MLXIP",4.75415049186967e-206,0.375567307825658,0.508,0.076,1.0389720484932e-201,"Neuron","MLXIP"
"NDUFB10",5.61257173334741e-206,0.384792497938029,0.468,0.066,1.22657142660574e-201,"Neuron","NDUFB10"
"GVQW3.1",7.4565987663325e-206,0.753385384097222,0.406,0.052,1.6295650943943e-201,"Neuron","GVQW3"
"BRI3BP",9.60461756089683e-206,0.481887842457308,0.316,0.031,2.09899312175839e-201,"Neuron","BRI3BP"
"IRF2BP2.1",1.10552560434411e-205,0.337092399199643,0.523,0.08,2.41601565573362e-201,"Neuron","IRF2BP2"
"HS6ST3",1.23872803072884e-205,0.425608865627564,0.183,0.009,2.70711623835481e-201,"Neuron","HS6ST3"
"ATP5ME",2.48768817886511e-205,0.533466436356699,0.404,0.051,5.43659374609181e-201,"Neuron","ATP5ME"
"ATP5F1A.2",2.71880665660551e-205,0.371468665690735,0.724,0.14,5.94168006734568e-201,"Neuron","ATP5F1A"
"SCG5.7",3.28413238437058e-205,1.54481645811611,1,0.3,7.17714291280346e-201,"Neuron","SCG5"
"PPDPF.6",4.4358056533847e-205,0.56169605040156,0.733,0.139,9.69400967490693e-201,"Neuron","PPDPF"
"AL162458.1.1",5.2824281110569e-205,0.502477993597713,0.305,0.029,1.15442183939038e-200,"Neuron","AL162458.1"
"HLA-E.1",5.7387430521105e-205,0.567278573370453,0.859,0.187,1.25414490660823e-200,"Neuron","HLA-E"
"RCAN3.1",6.32691086220414e-205,0.409615123300202,0.349,0.037,1.38268309982609e-200,"Neuron","RCAN3"
"ZFP36.3",1.27432398696174e-204,0.792314659597815,0.556,0.09,2.78490764110619e-200,"Neuron","ZFP36"
"CAPZA2",1.66122861831797e-204,0.467940878362084,0.501,0.076,3.63044902247209e-200,"Neuron","CAPZA2"
"PCSK2.6",2.47398328807854e-204,1.17607004576604,0.949,0.233,5.40664307776683e-200,"Neuron","PCSK2"
"SNHG14.3",2.57080140344196e-204,0.436192263273225,0.574,0.097,5.61822938708205e-200,"Neuron","SNHG14"
"SEC62.2",2.6560574831504e-204,0.25712276610116,0.576,0.096,5.80454802367689e-200,"Neuron","SEC62"
"SEC14L1",3.13104132798201e-204,0.2849264847293,0.327,0.033,6.84257771817189e-200,"Neuron","SEC14L1"
"NDUFV2",3.18977275878202e-204,0.500689925412127,0.475,0.068,6.97092938704222e-200,"Neuron","NDUFV2"
"GAA",3.89853739642737e-204,0.455112633380163,0.338,0.036,8.51986362615237e-200,"Neuron","GAA"
"OST4.2",4.67967830552144e-204,0.338952479579503,0.673,0.125,1.02269689688865e-199,"Neuron","OST4"
"CNPY2.2",5.1069876100881e-204,0.64723618717243,0.512,0.081,1.11608107230865e-199,"Neuron","CNPY2"
"NDUFB6",5.16590790336253e-204,0.556812408596116,0.382,0.045,1.12895751320085e-199,"Neuron","NDUFB6"
"ZSCAN16-AS1.1",5.8214452151893e-204,0.378334421585014,0.36,0.04,1.27221863732747e-199,"Neuron","ZSCAN16-AS1"
"RAD23A",6.68449998455328e-204,0.502415281403945,0.446,0.062,1.46083062662427e-199,"Neuron","RAD23A"
"FAM174B.1",7.75362700014659e-204,0.391791888672261,0.355,0.039,1.69447764461204e-199,"Neuron","FAM174B"
"CYB5R3.3",8.25218357322983e-204,0.355572832966811,0.636,0.114,1.80343219809365e-199,"Neuron","CYB5R3"
"PTMS.1",1.39108615949153e-203,0.527597177876334,0.497,0.074,3.0400796929528e-199,"Neuron","PTMS"
"TRIM52",1.45980671855004e-203,0.552410539075384,0.318,0.032,3.19026160271925e-199,"Neuron","TRIM52"
"NAXE",1.63871840849705e-203,0.405302361374776,0.358,0.04,3.58125520992945e-199,"Neuron","NAXE"
"KDELR1.3",1.93162720253716e-203,0.335633859012447,0.79,0.162,4.22137808842472e-199,"Neuron","KDELR1"
"MAVS.2",2.03527749545316e-203,0.620261476165714,0.503,0.078,4.44789543856333e-199,"Neuron","MAVS"
"LINC00639.1",2.2536045327038e-203,0.590503823283079,0.305,0.029,4.92502734577088e-199,"Neuron","LINC00639"
"DIP2A.1",2.53800111708201e-203,0.601240190704137,0.364,0.042,5.54654764127103e-199,"Neuron","DIP2A"
"THOC7",2.69014836879876e-203,0.475319590879486,0.353,0.039,5.8790502451728e-199,"Neuron","THOC7"
"CLUAP1.1",3.11297905906051e-203,0.50727411789941,0.366,0.042,6.80310443567083e-199,"Neuron","CLUAP1"
"PDK4.4",4.12674915989037e-203,1.2950558579602,0.565,0.094,9.01859761402442e-199,"Neuron","PDK4"
"CBR3-AS1.1",4.56787730910776e-203,0.79318953958791,0.433,0.059,9.98263907132409e-199,"Neuron","CBR3-AS1"
"PDLIM2.4",5.21567394206044e-203,0.83473856851046,0.565,0.097,1.13983338329789e-198,"Neuron","PDLIM2"
"CTSB.4",5.61195452438308e-203,0.430937935518642,0.766,0.157,1.22643654175868e-198,"Neuron","CTSB"
"XIST.2",6.78803469840292e-203,0.288195690737397,0.671,0.125,1.48345710298897e-198,"Neuron","XIST"
"CSNK1E.3",8.44099271441467e-203,0.427648771039307,0.598,0.104,1.84469454780818e-198,"Neuron","CSNK1E"
"SSBP3",8.83301231367335e-203,0.285398053659822,0.464,0.065,1.93036651103017e-198,"Neuron","SSBP3"
"ARPC1B.2",1.26801964016212e-202,0.35273735030688,0.682,0.126,2.77113012161031e-198,"Neuron","ARPC1B"
"PAX6.5",1.29117610455815e-202,0.465518870826366,0.788,0.158,2.82173625890138e-198,"Neuron","PAX6"
"P3H4.1",1.44919494289955e-202,0.667001452385633,0.45,0.063,3.16707062821267e-198,"Neuron","P3H4"
"CDK13.1",1.46574089633556e-202,0.639347526828426,0.391,0.048,3.20323015485173e-198,"Neuron","CDK13"
"GTF2I.1",1.93607289119413e-202,0.685693795128703,0.759,0.157,4.23109369641564e-198,"Neuron","GTF2I"
"FAM153CP.5",4.51693178114204e-202,1.31706940914667,0.943,0.262,9.87130271450782e-198,"Neuron","FAM153CP"
"ATP6V0D1",4.98440331248353e-202,0.341640152091731,0.419,0.054,1.08929149991015e-197,"Neuron","ATP6V0D1"
"LINC00311.1",5.44880140763972e-202,0.358713628739216,0.278,0.024,1.19078105962558e-197,"Neuron","LINC00311"
"SLC35F3",7.90845640534558e-202,0.279449454400854,0.225,0.015,1.72831406282422e-197,"Neuron","SLC35F3"
"AC005618.4.1",9.5960752555528e-202,0.439393409368813,0.289,0.026,2.09712628634851e-197,"Neuron","AC005618.4"
"C1orf43.1",1.29787146213003e-201,0.282737632886464,0.673,0.127,2.83636829333897e-197,"Neuron","C1orf43"
"GPM6A.1",1.46191507796827e-201,0.580430384471784,0.419,0.055,3.19486921139186e-197,"Neuron","GPM6A"
"IRF2BPL.2",1.79219051532111e-201,0.472090499498283,0.536,0.086,3.91665315218275e-197,"Neuron","IRF2BPL"
"EIF3F",1.83253948106422e-201,0.564501330428433,0.426,0.057,4.00483178191775e-197,"Neuron","EIF3F"
"BEX1.5",1.91767105081778e-201,0.311313812191937,0.808,0.161,4.19087831445718e-197,"Neuron","BEX1"
"CADM4",2.22557609275397e-201,0.289455826699024,0.174,0.008,4.86377399310453e-197,"Neuron","CADM4"
"CIAO2B",3.44549302011797e-201,0.377980976616841,0.426,0.056,7.52978044616581e-197,"Neuron","CIAO2B"
"CHMP2A.1",4.34692958213065e-201,0.379574222738375,0.499,0.075,9.49977990878832e-197,"Neuron","CHMP2A"
"KPNB1.2",4.78149725932012e-201,0.338269173209037,0.629,0.114,1.04494841105182e-196,"Neuron","KPNB1"
"LONP2.1",5.88492264107414e-201,0.347416109488038,0.503,0.077,1.28609099398034e-196,"Neuron","LONP2"
"PABPC1.2",6.39339077127871e-201,0.303708255709863,0.731,0.141,1.39721161915525e-196,"Neuron","PABPC1"
"YWHAH.5",9.20503120479997e-201,0.367499604359307,0.616,0.108,2.01166751949699e-196,"Neuron","YWHAH"
"STAG3L2",1.7272062859193e-200,0.371024926149759,0.276,0.024,3.77463661724804e-196,"Neuron","STAG3L2"
"STARD10",1.82155476070327e-200,0.55071867862024,0.384,0.047,3.98082577404093e-196,"Neuron","STARD10"
"GTF2H5.1",2.88822250167721e-200,0.500393060545931,0.475,0.071,6.31192145516537e-196,"Neuron","GTF2H5"
"SLC16A1-AS1.1",2.98943049248892e-200,0.726259510576956,0.386,0.048,6.53310139828529e-196,"Neuron","SLC16A1-AS1"
"SNX3.2",3.53635385757505e-200,0.498165356973108,0.468,0.068,7.7283477203445e-196,"Neuron","SNX3"
"HDGFL3.1",4.42049636529609e-200,0.418035613783641,0.437,0.059,9.66055275671807e-196,"Neuron","HDGFL3"
"KIF1A.1",6.56074750727976e-200,0.259022050952751,0.413,0.053,1.43378576024092e-195,"Neuron","KIF1A"
"SPATS2.1",8.33401524770222e-200,0.638031263545527,0.439,0.061,1.82131569223284e-195,"Neuron","SPATS2"
"HSPE1.3",9.34508127554426e-200,0.316839091880636,0.629,0.113,2.04227406195744e-195,"Neuron","HSPE1"
"SMARCA1",1.48608315974719e-199,0.324383021180568,0.395,0.049,3.2476861373115e-195,"Neuron","SMARCA1"
"CCDC88A.1",1.73787452001148e-199,0.64551509615598,0.404,0.053,3.79795097603309e-195,"Neuron","CCDC88A"
"TTLL3.1",2.5682101734884e-199,0.697334064664405,0.347,0.039,5.61256651314155e-195,"Neuron","TTLL3"
"RUFY3.1",2.68694425128567e-199,0.3618354368683,0.472,0.068,5.87204796675971e-195,"Neuron","RUFY3"
"LRP10.1",3.97788772443134e-199,0.454685779681721,0.64,0.118,8.69327583297224e-195,"Neuron","LRP10"
"VWA1.3",4.29342085850812e-199,0.264893653896864,0.596,0.102,9.38284194418364e-195,"Neuron","VWA1"
"SIPA1L3",4.54621872551922e-199,0.44977131567383,0.336,0.036,9.9353064027497e-195,"Neuron","SIPA1L3"
"LAT2",4.62820911735772e-199,0.327353917980677,0.172,0.008,1.01144882050736e-194,"Neuron","LAT2"
"FOXP4.1",7.04872795019381e-199,0.462191785900525,0.351,0.039,1.54042900623535e-194,"Neuron","FOXP4"
"SDF2L1",1.25383884934388e-198,0.299365332085907,0.475,0.069,2.74013942135611e-194,"Neuron","SDF2L1"
"NDUFAF8",1.55511282238318e-198,0.404062050543947,0.333,0.035,3.39854356203621e-194,"Neuron","NDUFAF8"
"IDI1",1.74701597112516e-198,0.449919508468348,0.28,0.025,3.81792870329693e-194,"Neuron","IDI1"
"TRAPPC5.1",1.77208042588422e-198,0.553355130758624,0.435,0.06,3.87270456272738e-194,"Neuron","TRAPPC5"
"WDR31.1",1.79899309733652e-198,0.491185829043635,0.3,0.029,3.93151951491923e-194,"Neuron","WDR31"
"HNRNPH3.1",1.82860921861133e-198,0.36619410871093,0.475,0.069,3.99624258635319e-194,"Neuron","HNRNPH3"
"EEF2.3",1.94917180336075e-198,0.677697434862402,0.876,0.191,4.25972005906458e-194,"Neuron","EEF2"
"AL360020.1.1",2.09928342014443e-198,0.712709243751318,0.408,0.054,4.58777398638364e-194,"Neuron","AL360020.1"
"RNPS1",2.16425153045564e-198,0.373365366593749,0.459,0.066,4.72975529465775e-194,"Neuron","RNPS1"
"PLOD3",2.18247711987552e-198,0.373498084210051,0.369,0.043,4.76958549777595e-194,"Neuron","PLOD3"
"SGSM1",2.83688167229127e-198,0.476967831071363,0.325,0.034,6.19972120662533e-194,"Neuron","SGSM1"
"AP2A1",4.68762253808278e-198,0.536915590689656,0.338,0.037,1.02443302947261e-193,"Neuron","AP2A1"
"AC010198.2",4.83135140095678e-198,0.396333736279382,0.247,0.019,1.05584353516509e-193,"Neuron","AC010198.2"
"RWDD1",5.18925729381063e-198,0.467246476853479,0.475,0.071,1.13406028898938e-193,"Neuron","RWDD1"
"LMO1",5.50011546710728e-198,0.389546106405652,0.402,0.05,1.20199523418163e-193,"Neuron","LMO1"
"JUND.1",6.84230999534976e-198,0.412700027610289,0.709,0.139,1.49531842638374e-193,"Neuron","JUND"
"TMUB1",1.03802987118872e-197,0.43102022766941,0.358,0.041,2.26851048049584e-193,"Neuron","TMUB1"
"CD226.2",1.07162809519179e-197,0.939124074087409,0.488,0.076,2.34193603923213e-193,"Neuron","CD226"
"ATP5PF",1.31160320365738e-197,0.36356213316401,0.517,0.081,2.86637764127285e-193,"Neuron","ATP5PF"
"VPS53",1.39958223326944e-197,0.433933480026387,0.327,0.034,3.05864701258703e-193,"Neuron","VPS53"
"GATD1.1",1.41186060412166e-197,0.701516607561708,0.377,0.047,3.08548016424749e-193,"Neuron","GATD1"
"CARD11",1.6019243632098e-197,0.437124581616399,0.208,0.013,3.5008455033587e-193,"Neuron","CARD11"
"SLC38A10",1.71490761724086e-197,0.417347935382314,0.358,0.041,3.74775910671816e-193,"Neuron","SLC38A10"
"ATP2B4",2.5224310260193e-197,0.436219742018628,0.329,0.035,5.51252076426258e-193,"Neuron","ATP2B4"
"PSMB4.3",6.80241103908546e-197,0.331808304370024,0.554,0.092,1.48659890848174e-192,"Neuron","PSMB4"
"TMEM219",8.35392095409701e-197,0.353954057674812,0.506,0.079,1.82566588530836e-192,"Neuron","TMEM219"
"MAP2K2",1.29716036010491e-196,0.345196681504557,0.475,0.071,2.83481425097328e-192,"Neuron","MAP2K2"
"AAK1",2.06100944428667e-196,0.423232594532301,0.433,0.06,4.50413003954408e-192,"Neuron","AAK1"
"RPS27L.2",2.26994310593204e-196,0.5814708727225,0.47,0.071,4.96073366370389e-192,"Neuron","RPS27L"
"RAB11B.1",2.56497773813833e-196,0.270844475196326,0.554,0.093,5.6055023489275e-192,"Neuron","RAB11B"
"APBB1",3.17184436219897e-196,0.36603952641314,0.351,0.039,6.93174866914963e-192,"Neuron","APBB1"
"CFDP1",3.48184224097e-196,0.355233618040634,0.424,0.057,7.60921803341583e-192,"Neuron","CFDP1"
"PPM1B.1",4.56033552005023e-196,0.409139927856213,0.349,0.039,9.96615724551777e-192,"Neuron","PPM1B"
"SIL1.2",4.98693748402196e-196,0.297774713690221,0.501,0.077,1.08984531775816e-191,"Neuron","SIL1"
"COX17.4",6.14363210175272e-196,0.260301165075173,0.695,0.136,1.34262935951704e-191,"Neuron","COX17"
"MTSS2",9.50422851774169e-196,0.35944939435587,0.238,0.018,2.07705410026727e-191,"Neuron","MTSS2"
"EFHD2",1.33921821450536e-195,0.331873143604282,0.302,0.029,2.92672748598001e-191,"Neuron","EFHD2"
"SMPD1.1",1.39141973429852e-195,0.272369857538679,0.49,0.074,3.04080868733598e-191,"Neuron","SMPD1"
"AC027097.2.1",2.40524432404271e-195,0.433213130438458,0.294,0.028,5.25642094576294e-191,"Neuron","AC027097.2"
"ANAPC16.2",2.91423782613279e-195,0.57118936967498,0.519,0.084,6.36877534523061e-191,"Neuron","ANAPC16"
"PFN1.4",5.16602343018386e-195,0.270712465644136,0.638,0.117,1.12898276043238e-190,"Neuron","PFN1"
"HNRNPU.1",5.50329404301856e-195,0.292219390057395,0.589,0.104,1.20268988016128e-190,"Neuron","HNRNPU"
"UXT",8.52082020466556e-195,0.498732761324643,0.419,0.057,1.86214004752761e-190,"Neuron","UXT"
"PRAF2",1.5369040357401e-194,0.350517604660777,0.366,0.043,3.35875007970642e-190,"Neuron","PRAF2"
"DNM1",1.59883553394178e-194,0.428433995121027,0.254,0.021,3.49409517587636e-190,"Neuron","DNM1"
"AC026362.1",2.24231772840477e-194,0.295360766427377,0.492,0.076,4.90036116365579e-190,"Neuron","AC026362.1"
"ZNF320.5",2.82010722981039e-194,1.26842602423268,0.62,0.127,6.16306234002763e-190,"Neuron","ZNF320"
"SEC61A1",3.69774453677587e-194,0.462979211722479,0.475,0.071,8.08105091066998e-190,"Neuron","SEC61A1"
"ZNF207.2",4.24890640102047e-194,0.483731600564818,0.468,0.07,9.28556004879014e-190,"Neuron","ZNF207"
"C6orf62",4.39772713232529e-194,0.43225186588612,0.395,0.051,9.61079287498369e-190,"Neuron","C6orf62"
"RTRAF",5.20665298306521e-194,0.320651382927864,0.488,0.075,1.13786194291907e-189,"Neuron","RTRAF"
"PFN2.3",6.07106391582063e-194,0.31836960217109,0.594,0.105,1.32677030816344e-189,"Neuron","PFN2"
"PLEKHB2.2",9.21587553545833e-194,0.56527711632888,0.49,0.077,2.01403743951906e-189,"Neuron","PLEKHB2"
"NDUFB11.2",1.57064838942837e-193,0.28387628564207,0.607,0.109,3.43249499025675e-189,"Neuron","NDUFB11"
"AC132938.3.1",3.17608783847417e-193,0.503529115538034,0.307,0.031,6.94102236220145e-189,"Neuron","AC132938.3"
"SLC16A12",3.30236742841573e-193,0.324546137204292,0.232,0.017,7.21699377805975e-189,"Neuron","SLC16A12"
"EPN1.1",3.88132876359275e-193,0.530404916075,0.442,0.063,8.4822558799556e-189,"Neuron","EPN1"
"LTBR.4",4.87532907554789e-193,1.03404298922852,0.642,0.139,1.06545441617024e-188,"Neuron","LTBR"
"SEZ6L.1",1.19789080281563e-192,0.488258969836486,0.287,0.027,2.61787056047328e-188,"Neuron","SEZ6L"
"MKLN1.1",2.0131671970789e-192,0.257803259530764,0.457,0.066,4.39957559249623e-188,"Neuron","MKLN1"
"ARL15",2.07858923917043e-192,0.303345650775678,0.276,0.025,4.54254892328307e-188,"Neuron","ARL15"
"ZDHHC15.1",2.35806795983708e-192,0.434523239609114,0.278,0.025,5.15332171942796e-188,"Neuron","ZDHHC15"
"SMOC1.5",2.52790738604431e-192,0.332004511618717,0.662,0.122,5.52448880146124e-188,"Neuron","SMOC1"
"CMIP.1",2.61982058776133e-192,0.394858013266464,0.43,0.06,5.72535591249361e-188,"Neuron","CMIP"
"TMEM59.5",3.04518467021558e-192,0.508337362919009,0.929,0.214,6.65494657828912e-188,"Neuron","TMEM59"
"HIPK2.3",4.17820678261392e-192,0.274674432478175,0.596,0.106,9.13105310272447e-188,"Neuron","HIPK2"
"DFFA.3",6.05939502272534e-192,0.848670215882487,0.523,0.089,1.32422018826639e-187,"Neuron","DFFA"
"C11orf58.4",6.65826947108175e-192,0.663524612596102,0.581,0.107,1.45509821021021e-187,"Neuron","C11orf58"
"EPG5",1.25057153491537e-191,0.37112841309549,0.216,0.015,2.73299903240405e-187,"Neuron","EPG5"
"ZNF556.1",1.4649804290247e-191,0.768587248517362,0.36,0.044,3.20156822959057e-187,"Neuron","ZNF556"
"PIK3C2A.1",2.33537045369538e-191,0.421306515572616,0.344,0.039,5.10371858950589e-187,"Neuron","PIK3C2A"
"SMIM32",2.52895151843955e-191,0.343987829585718,0.157,0.007,5.52677064839779e-187,"Neuron","SMIM32"
"MPP6.1",5.47053718999302e-191,0.410579584073923,0.369,0.045,1.19553119750107e-186,"Neuron","MPP6"
"TRAPPC9",8.51436437263899e-191,0.440620196427338,0.263,0.023,1.86072918999652e-186,"Neuron","TRAPPC9"
"MAGI2-AS3",1.24661678343417e-190,0.434876215003244,0.338,0.038,2.72435631851703e-186,"Neuron","MAGI2-AS3"
"MAFF.2",2.12463882833378e-190,0.348182921345294,0.508,0.081,4.64318569544064e-186,"Neuron","MAFF"
"CRYZL1.1",2.57078706466051e-190,0.619303802529953,0.466,0.071,5.61819805110908e-186,"Neuron","CRYZL1"
"GABPB2.1",3.23356993931583e-190,0.608988909157066,0.364,0.045,7.06664374538081e-186,"Neuron","GABPB2"
"LINC01568.1",3.57971024533403e-190,0.6632858358732,0.457,0.069,7.82309877015298e-186,"Neuron","LINC01568"
"FOS.1",4.36255803910659e-190,0.571305713802078,0.709,0.14,9.53393433866354e-186,"Neuron","FOS"
"ATP5MG.2",5.01900395958946e-190,0.370971641536569,0.768,0.163,1.09685312532868e-185,"Neuron","ATP5MG"
"CLSPN.1",6.23122141084754e-190,0.615602064161608,0.313,0.033,1.36177112712662e-185,"Neuron","CLSPN"
"KAT6B.1",1.36526489057453e-189,0.759919645316902,0.472,0.075,2.98364989186158e-185,"Neuron","KAT6B"
"CHKA",1.49276141463453e-189,0.365624625410901,0.241,0.019,3.2622807955423e-185,"Neuron","CHKA"
"HSPD1.1",1.83201923419644e-189,0.429484802572123,0.492,0.077,4.00369483441291e-185,"Neuron","HSPD1"
"STRIT1",2.36347238416027e-189,0.440309099000405,0.241,0.019,5.16513254834385e-185,"Neuron","STRIT1"
"PTRH1.1",3.28567301982335e-189,0.632336762458035,0.428,0.061,7.18050981752194e-185,"Neuron","PTRH1"
"PCGF2",3.56665626472602e-189,0.346710427221909,0.382,0.049,7.79457060093225e-185,"Neuron","PCGF2"
"SH3GL2.1",3.73352437896142e-189,0.250823757577959,0.322,0.034,8.1592441777823e-185,"Neuron","SH3GL2"
"PRELID1",4.59172054141708e-189,0.483381137940713,0.371,0.046,1.00347460712129e-184,"Neuron","PRELID1"
"GATAD1.1",5.01243229038951e-189,0.497437301204625,0.397,0.053,1.09541695274172e-184,"Neuron","GATAD1"
"SPPL3.1",5.64520013515108e-189,0.341787838784881,0.349,0.041,1.23370203753592e-184,"Neuron","SPPL3"
"IFT22.4",8.16997160683732e-189,1.05755792382017,0.605,0.125,1.78546559495823e-184,"Neuron","IFT22"
"H2AZ1",1.25995591281339e-188,0.504026784674642,0.406,0.055,2.75350765186239e-184,"Neuron","H2AZ1"
"H1-2",1.26676926586036e-188,0.43245531605045,0.221,0.016,2.76839755361122e-184,"Neuron","H1-2"
"LINC00963.3",1.35731847332877e-188,0.854085881116639,0.623,0.125,2.9662837916127e-184,"Neuron","LINC00963"
"NFKBIB.1",1.36277950067505e-188,0.572763214172924,0.353,0.042,2.97821832077524e-184,"Neuron","NFKBIB"
"G3BP2.3",1.48487631472417e-188,0.435461580345349,0.501,0.081,3.2450486981982e-184,"Neuron","G3BP2"
"BUD23.1",1.53133575186286e-188,0.405815004341194,0.358,0.043,3.3465811521211e-184,"Neuron","BUD23"
"SNHG7",2.20878512307469e-188,0.421516928957756,0.448,0.066,4.82707900796743e-184,"Neuron","SNHG7"
"NUDT4",2.23019735923626e-188,0.435965664142184,0.422,0.059,4.87387330887491e-184,"Neuron","NUDT4"
"TRIM41.1",3.60630197168543e-188,0.505635624303621,0.386,0.05,7.88121232892133e-184,"Neuron","TRIM41"
"FNBP1L",3.74126779550927e-188,0.381614494165652,0.333,0.037,8.17616664030596e-184,"Neuron","FNBP1L"
"GTF2H2.1",4.04894126361188e-188,0.570136744141328,0.384,0.05,8.84855623749741e-184,"Neuron","GTF2H2"
"RPL36AL.3",6.38567181436235e-188,0.36475382679018,0.731,0.149,1.39552471831075e-183,"Neuron","RPL36AL"
"KCNK1",6.40972970769385e-188,0.446971684102033,0.272,0.025,1.40078233031941e-183,"Neuron","KCNK1"
"CD151.2",6.50873535150972e-188,0.329191386531427,0.623,0.116,1.42241902371893e-183,"Neuron","CD151"
"MINDY2.1",6.53858029593262e-188,0.579371719333126,0.433,0.063,1.42894133787312e-183,"Neuron","MINDY2"
"DNAJB2.1",1.29918588169141e-187,0.486698870207417,0.386,0.051,2.83924082584842e-183,"Neuron","DNAJB2"
"SLC31A1.1",1.3917709634011e-187,0.517817232397934,0.411,0.057,3.04157626341676e-183,"Neuron","SLC31A1"
"P4HTM",1.51035591621471e-187,0.35083999492842,0.503,0.08,3.30073181929563e-183,"Neuron","P4HTM"
"NPTN.1",2.26407619281079e-187,0.350862025277215,0.446,0.065,4.94791211176871e-183,"Neuron","NPTN"
"PPP1R2.1",2.5514199361783e-187,0.430835837142134,0.444,0.065,5.57587312852406e-183,"Neuron","PPP1R2"
"FAM210B",3.34230072078209e-187,0.31221610579137,0.419,0.058,7.30426399519717e-183,"Neuron","FAM210B"
"ACAT1.1",6.20914570601101e-187,0.519033544550747,0.327,0.036,1.35694670259165e-182,"Neuron","ACAT1"
"FAM92A1P2",6.35503678478205e-187,0.425340716982167,0.216,0.015,1.38882973894627e-182,"Neuron","FAM92A1P2"
"FAM126A.1",7.73903701498515e-187,0.530369906708619,0.358,0.044,1.69128914925486e-182,"Neuron","FAM126A"
"ZHX1.1",9.45324690084848e-187,0.469487258401398,0.336,0.038,2.06591257771143e-182,"Neuron","ZHX1"
"CKB",1.02518835549123e-186,0.407834193001217,0.322,0.035,2.24044663209054e-182,"Neuron","CKB"
"C12orf57",1.05572249006294e-186,0.449023970809177,0.444,0.065,2.30717592978356e-182,"Neuron","C12orf57"
